,score,is_test,truth
1477,-153.56244,0,0
3553,-153.12047,1,0
444,-152.53882,0,0
1867,-152.49725,0,0
1385,-152.272,0,0
2153,-151.97128,0,0
963,-151.31204,0,0
3418,-150.25882,1,0
4817,-150.15736,1,0
1979,-150.10574,0,0
1953,-149.99321,0,0
1880,-149.87585,0,0
2444,-149.29782,0,0
4908,-149.15672,1,0
4262,-149.09805,1,0
1085,-149.06375,0,0
110,-149.03642,0,0
694,-148.81306,0,0
1956,-148.24454,0,0
1460,-147.88518,0,0
2477,-147.79625,0,0
863,-147.3833,0,0
2195,-147.28766,0,0
4711,-147.05807,1,0
2399,-147.00626,0,0
2636,-146.99063,0,0
2220,-146.96559,0,0
1365,-146.70894,0,0
1316,-146.41965,0,0
2030,-146.38171,0,0
999,-146.37334,0,0
4214,-146.3333,1,0
1466,-145.97798,0,0
4819,-145.91324,1,0
5199,-145.9053,1,0
916,-145.8829,0,0
2146,-145.64404,0,0
600,-145.53473,0,0
4079,-145.2179,1,0
2559,-145.12595,0,0
671,-145.10945,0,0
3723,-145.00421,1,0
1791,-144.99788,0,0
1421,-144.60605,0,0
3543,-144.41345,1,0
1223,-144.36977,0,0
2242,-144.29497,0,0
2390,-144.16747,0,0
1772,-144.0384,0,0
1562,-143.88675,0,0
2957,-143.8375,1,0
1684,-143.83087,0,0
1263,-143.76752,0,0
1369,-143.72731,0,0
1063,-143.66304,0,0
2416,-143.5338,0,0
2630,-143.44661,0,0
1483,-143.34659,0,0
3816,-142.86523,1,0
163,-142.82228,0,0
5095,-142.54579,1,0
776,-142.31758,0,0
5088,-142.14238,1,0
4840,-142.09467,1,0
2543,-141.90771,0,0
2509,-141.8141,0,0
79,-141.6965,0,0
962,-141.6153,0,0
5274,-141.5675,1,0
198,-141.46133,0,0
1726,-141.32616,0,0
1895,-141.05743,0,0
231,-141.02393,0,0
4820,-140.89044,1,0
2104,-140.84186,0,0
5192,-140.81462,1,0
1163,-140.76064,0,0
5163,-140.75612,1,0
1202,-140.53177,0,0
3375,-140.47112,1,0
551,-140.40346,0,0
2673,-139.9909,1,0
2020,-139.98366,0,0
1391,-139.96167,0,0
1384,-139.92764,0,0
2278,-139.83922,0,0
1511,-139.69316,0,0
3576,-139.66795,1,0
2772,-139.57233,1,0
1181,-139.39043,0,0
2985,-139.3471,1,0
436,-139.24588,0,0
1724,-139.07352,0,0
996,-139.0502,0,0
1095,-139.0479,0,0
2931,-139.03932,1,0
2110,-139.03249,0,0
2513,-139.03223,0,0
3425,-138.96127,1,0
4869,-138.81528,1,0
3989,-138.81009,1,0
1097,-138.79376,0,0
4775,-138.74028,1,0
1161,-138.65927,0,0
2034,-138.60866,0,0
1940,-138.58453,0,0
2117,-138.41492,0,0
195,-138.387,0,0
2071,-138.3618,0,0
1635,-138.33371,0,0
1295,-138.28189,0,0
370,-138.26219,0,0
813,-138.25311,0,0
69,-138.00064,0,0
4296,-137.92491,1,0
1381,-137.90327,0,0
1056,-137.75797,0,0
1426,-137.74254,0,0
953,-137.6558,0,0
2101,-137.64664,0,0
2568,-137.56972,0,0
1971,-137.19914,0,0
2339,-137.11914,0,0
1537,-137.08913,0,0
5065,-137.04439,1,0
2644,-137.01712,0,0
2375,-137.00748,0,0
1738,-136.98251,0,0
1869,-136.97812,0,0
1950,-136.86665,0,0
1978,-136.86049,0,0
1144,-136.51385,0,0
401,-136.45737,0,0
3626,-136.40704,1,0
1128,-136.29721,0,0
1688,-136.27795,0,0
1854,-136.18677,0,0
1143,-136.05183,0,0
4778,-135.95848,1,0
347,-135.67218,0,0
3039,-135.61006,1,0
1968,-135.32333,0,0
4173,-135.21425,1,0
713,-135.16142,0,0
977,-135.11815,0,0
352,-135.08914,0,0
2737,-134.9671,1,0
3593,-134.82178,1,0
2667,-134.81468,1,0
4014,-134.79346,1,0
1004,-134.78128,0,0
5037,-134.74498,1,0
2465,-134.73132,0,0
4183,-134.70422,1,0
2966,-134.6964,1,0
1727,-134.64673,0,0
384,-134.6365,0,0
5012,-134.61261,1,0
4257,-134.52637,1,0
2978,-134.40248,1,0
4468,-134.39255,1,0
1142,-134.17796,0,0
4559,-134.08446,1,0
2507,-133.91245,0,0
1397,-133.77924,0,0
277,-133.77328,0,0
2521,-133.77289,0,0
4756,-133.72757,1,0
4436,-133.70088,1,0
2426,-133.64275,0,0
103,-133.62186,0,0
1912,-133.58379,0,0
4406,-133.55957,1,0
4695,-133.48868,1,0
3457,-133.48215,1,0
3949,-133.45056,1,0
843,-133.13116,0,0
3899,-133.08698,1,0
1269,-132.96515,0,0
689,-132.94171,0,0
5196,-132.86856,1,0
4204,-132.82571,1,0
984,-132.7193,0,0
2075,-132.56754,0,0
4536,-132.45132,1,0
174,-132.2427,0,0
1504,-132.16014,0,0
1336,-132.12044,0,0
1935,-132.09525,0,0
2719,-132.03387,1,0
2902,-131.64566,1,0
2486,-131.59668,0,0
1921,-131.57635,0,0
1783,-131.5162,0,0
954,-131.51198,0,0
2443,-131.50212,0,0
2598,-131.49875,0,0
1030,-131.474,0,0
2534,-131.4702,0,0
2022,-131.4578,0,0
3120,-131.45042,1,0
2044,-131.44832,0,0
5198,-131.3295,1,0
766,-131.23299,0,0
4319,-131.2245,1,0
4674,-131.1871,1,0
670,-131.1431,0,0
2522,-131.12662,0,0
966,-131.12077,0,0
2653,-131.03537,1,0
1623,-131.00648,0,0
3551,-130.74252,1,0
80,-130.63332,0,0
3932,-130.49927,1,0
5008,-130.4474,1,0
1478,-130.37813,0,0
1465,-130.37506,0,0
4717,-130.34552,1,0
2627,-130.27327,0,0
783,-130.2514,0,0
4467,-130.14148,1,0
2056,-130.06934,0,0
2086,-130.04749,0,0
1254,-129.96451,0,0
1387,-129.82568,0,0
1431,-129.74828,0,0
2094,-129.73,0,0
3226,-129.72668,1,0
2047,-129.72331,0,0
1946,-129.68971,0,0
2138,-129.48413,0,0
1307,-129.47606,0,0
2192,-129.39284,0,0
1283,-129.34578,0,0
4629,-129.328,1,0
775,-129.22394,0,0
612,-129.19098,0,0
1527,-129.12723,0,0
4059,-129.1164,1,0
2492,-129.0283,0,0
4888,-128.9826,1,0
1132,-128.98196,0,0
3169,-128.9145,1,0
1024,-128.73653,0,0
300,-128.6875,0,0
1994,-128.62126,0,0
2100,-128.52599,0,0
590,-128.46313,0,0
1631,-128.40468,0,0
3952,-128.40248,1,0
2861,-128.3946,1,0
4861,-128.06613,1,0
4491,-128.04861,1,0
170,-128.04857,0,0
743,-127.92023,0,0
114,-127.87096,0,0
630,-127.773674,0,0
2458,-127.73644,0,0
4532,-127.55535,1,0
2408,-127.48233,0,0
735,-127.45958,0,0
1939,-127.31276,0,0
1013,-127.31271,0,0
