,score,is_test,truth
751,-14.870201543844054,0,0
1952,-14.764408071862192,0,0
846,-14.744991800866952,0,0
1106,-14.709065314542164,0,0
3842,-14.672902157285922,1,0
251,-14.449485505773609,0,0
931,-14.430277005185054,0,0
1935,-14.42145948958245,0,0
502,-14.404416947522453,0,0
543,-14.362546007441974,0,0
1327,-14.257855251256615,0,0
86,-14.18776455189017,0,0
512,-14.163800385967129,0,0
1768,-14.149161922466927,0,0
3621,-14.088830755242157,1,0
1453,-14.077315282065666,0,0
905,-14.031990781958573,0,0
131,-14.003206241922562,0,0
1879,-13.99805899202386,0,0
1275,-13.993856023704033,0,0
3619,-13.992425701759409,1,0
2566,-13.965621033531498,1,0
708,-13.932589989328486,0,0
1052,-13.923830841349027,0,0
605,-13.914166220243239,0,0
585,-13.89664616573675,0,0
537,-13.876817073475172,0,0
648,-13.83830355157289,0,0
490,-13.812362710552753,0,0
1397,-13.781236844664132,0,0
1361,-13.762501443545109,0,0
3370,-13.759263388517454,1,0
524,-13.754037143076534,0,0
488,-13.751001215545841,0,0
391,-13.716514135015547,0,0
2167,-13.706978887972337,1,0
1556,-13.704826069432997,0,0
340,-13.699174269529356,0,0
1033,-13.698240224548567,0,0
1679,-13.689698698059459,0,0
2035,-13.673645910937529,1,0
56,-13.67227165402651,0,0
1201,-13.651946779357612,0,0
2446,-13.625633962761622,1,0
2177,-13.61514311996372,1,0
207,-13.614810221669618,0,0
248,-13.612060837698337,0,0
390,-13.595148606997105,0,0
1003,-13.59463479092155,0,0
2703,-13.585096178990511,1,0
50,-13.584741224491761,0,0
2083,-13.581910679321755,1,0
430,-13.573715682395596,0,0
986,-13.5696311244742,0,0
1010,-13.566427397614113,0,0
877,-13.566171848461618,0,0
551,-13.556795413182718,0,0
738,-13.55119618206019,0,0
1173,-13.548937688962015,0,0
72,-13.536742769168795,0,0
3522,-13.520800531258798,1,0
1595,-13.502693965660956,0,0
3523,-13.50183912518661,1,0
3253,-13.488184851238865,1,0
3848,-13.47671198559415,1,0
726,-13.470964522052833,0,0
2572,-13.45544723235847,1,0
872,-13.44885373239704,0,0
1287,-13.44036107750771,0,0
1937,-13.433664177240045,0,0
1096,-13.41728399561174,0,0
225,-13.413608412388733,0,0
201,-13.400385860561263,0,0
718,-13.396415286887773,0,0
1705,-13.388632663971201,0,0
564,-13.379462248917779,0,0
1784,-13.37433116957845,0,0
1094,-13.3681837368132,0,0
572,-13.355929875450592,0,0
760,-13.355892864199044,0,0
700,-13.332073134753085,0,0
3182,-13.31972759021115,1,0
3224,-13.313030137263688,1,0
858,-13.305014888504015,0,0
2665,-13.304291455500193,1,0
2611,-13.301680916986028,1,0
113,-13.294445124235242,0,0
511,-13.29156107389639,0,0
844,-13.280544244229581,0,0
3811,-13.267399695975495,1,0
2226,-13.247973255563515,1,0
144,-13.244724144803099,0,0
1519,-13.242188837452233,0,0
1905,-13.232694536999453,0,0
1615,-13.20124815865816,0,0
2,-13.201213943624664,0,0
1349,-13.167556716721737,0,0
3328,-13.166612080484718,1,0
731,-13.159432660920409,0,0
1448,-13.157894087121422,0,0
3243,-13.151285782260096,1,0
2995,-13.148144110378494,1,0
493,-13.141615903178504,0,0
2018,-13.111681685190842,1,0
1915,-13.078099201763337,0,0
645,-13.062189428333589,0,0
693,-13.018126436540847,0,0
323,-13.011933522605084,0,0
3332,-13.009606103990913,1,0
1798,-12.992369446391603,0,0
3527,-12.986986259265551,1,0
416,-12.976564859149896,0,0
1904,-12.960085330986313,0,0
792,-12.959828013576539,0,0
3396,-12.952105144907065,1,0
3506,-12.948480062323389,1,0
3279,-12.948340038061598,1,0
2754,-12.939188946077824,1,0
1454,-12.936556143498386,0,0
3299,-12.935906165460231,1,0
1632,-12.926440650694854,0,0
898,-12.923682414450708,0,0
1364,-12.918263623997971,0,0
1124,-12.917713550673106,0,0
1676,-12.911566237792936,0,0
2944,-12.906479265060515,1,0
386,-12.903257154893844,0,0
3090,-12.902730407249923,1,0
2899,-12.894390771477555,1,0
2045,-12.877884880227729,1,0
2542,-12.846384341397037,1,0
1188,-12.836462128567039,0,0
3101,-12.831734427929746,1,0
1065,-12.812323745155199,0,0
1407,-12.810437225436038,0,0
351,-12.806416684596085,0,0
1223,-12.757814000841531,0,0
356,-12.753232951734025,0,0
990,-12.74439603372975,0,0
2639,-12.723740510035519,1,0
3447,-12.70784852087349,1,0
1271,-12.70759291378922,0,0
71,-12.680387002237868,0,0
1478,-12.676332689431984,0,0
1378,-12.674531485421348,0,0
266,-12.663829076380814,0,0
2333,-12.663646968887537,1,0
3738,-12.64676955735722,1,0
946,-12.632529252328345,0,0
2273,-12.621075075537195,1,0
1835,-12.609103751527227,0,0
3832,-12.605631150297498,1,0
1112,-12.59390886236769,0,0
805,-12.579925394716582,0,0
1751,-12.569867652520724,0,0
