,score,is_test,truth
2754,-172.77884,0,0
467,-172.4455,0,0
1580,-171.08041,0,0
1528,-170.86064,0,0
2916,-170.83345,0,0
3165,-170.46602,1,0
186,-170.44167,0,0
718,-170.38266,0,0
929,-170.36739,0,0
2594,-170.17595,0,0
1139,-169.96143,0,0
1471,-169.95668,0,0
2108,-169.82199,0,0
4420,-169.6929,1,0
1061,-169.54474,0,0
5075,-169.52942,1,0
1839,-169.31276,0,0
1483,-169.07343,0,0
3042,-169.03943,1,0
914,-168.99945,0,0
1154,-168.74695,0,0
934,-168.54968,0,0
804,-168.39526,0,0
4993,-168.34508,1,0
2872,-168.2809,0,0
358,-168.15082,0,0
2839,-168.07405,0,0
1534,-168.01138,0,0
532,-167.91933,0,0
2417,-167.795,0,0
276,-167.49599,0,0
1842,-167.343,0,0
5038,-167.12581,1,0
1194,-167.08719,0,0
798,-167.0059,0,0
4683,-166.83603,1,0
3941,-166.81711,1,0
18,-166.81567,0,0
1074,-166.69888,0,0
2352,-166.69073,0,0
564,-166.63757,0,0
1969,-166.60155,0,0
5580,-166.54103,1,0
1562,-166.539,0,0
2051,-166.49277,0,0
1189,-166.32765,0,0
572,-166.23645,0,0
835,-166.17648,0,0
4397,-166.14232,1,0
2605,-166.06944,0,0
1843,-166.02798,0,0
2061,-165.72662,0,0
1685,-165.63675,0,0
1286,-165.4227,0,0
1399,-165.4045,0,0
847,-165.3642,0,0
56,-165.31137,0,0
1635,-165.29163,0,0
2655,-165.23671,0,0
1131,-165.157,0,0
1057,-165.01465,0,0
1825,-164.94333,0,0
4034,-164.8818,1,0
5600,-164.87737,1,0
2412,-164.86856,0,0
940,-164.83546,0,0
1996,-164.83221,0,0
1000,-164.8237,0,0
5115,-164.82266,1,0
470,-164.72916,0,0
574,-164.6229,0,0
5432,-164.59528,1,0
5383,-164.5834,1,0
900,-164.56996,0,0
1102,-164.56683,0,0
2680,-164.48373,0,0
1729,-164.45187,0,0
2017,-164.41362,0,0
855,-164.40927,0,0
5386,-164.338,1,0
5647,-164.314,1,0
2865,-164.31204,0,0
449,-164.28923,0,0
1126,-164.27612,0,0
2772,-164.2431,0,0
1750,-164.16795,0,0
2466,-164.06532,0,0
1099,-164.01877,0,0
158,-163.90602,0,0
4737,-163.82574,1,0
2709,-163.8239,0,0
4230,-163.79369,1,0
5839,-163.7894,1,0
2137,-163.78787,0,0
3488,-163.75685,1,0
2694,-163.75308,0,0
5406,-163.7316,1,0
1206,-163.68802,0,0
2789,-163.64003,0,0
252,-163.59297,0,0
895,-163.4979,0,0
1983,-163.49458,0,0
908,-163.44261,0,0
4106,-163.381,1,0
650,-163.3599,0,0
3656,-163.3529,1,0
1576,-163.2972,0,0
1413,-163.25748,0,0
1684,-162.97522,0,0
2763,-162.93881,0,0
4023,-162.84528,1,0
961,-162.7684,0,0
2305,-162.73808,0,0
1626,-162.59337,0,0
4292,-162.54742,1,0
154,-162.49019,0,0
4480,-162.45026,1,0
4399,-162.2618,1,0
2538,-162.2336,0,0
225,-162.19434,0,0
1663,-162.1851,0,0
1415,-162.1128,0,0
3834,-162.09363,1,0
1701,-162.02982,0,0
2123,-161.95624,0,0
3975,-161.95499,1,0
1535,-161.9443,0,0
491,-161.8799,0,0
126,-161.814,0,0
1175,-161.72163,0,0
681,-161.54602,0,0
829,-161.44685,0,0
583,-161.32709,0,0
4160,-161.24667,1,0
1950,-161.23047,0,0
974,-161.05267,0,0
415,-160.99713,0,0
468,-160.99028,0,0
2437,-160.94037,0,0
1202,-160.80536,0,0
2570,-160.79694,0,0
3415,-160.74472,1,0
4799,-160.64157,1,0
2828,-160.5882,0,0
2942,-160.44006,0,0
2205,-160.40329,0,0
135,-160.39395,0,0
777,-160.17189,0,0
2692,-160.17085,0,0
1119,-159.95184,0,0
2268,-159.91827,0,0
1446,-159.91104,0,0
1205,-159.89328,0,0
2534,-159.87051,0,0
1252,-159.85352,0,0
2200,-159.73392,0,0
3961,-159.66574,1,0
333,-159.65126,0,0
1104,-159.6493,0,0
647,-159.6383,0,0
3233,-159.6145,1,0
1365,-159.46526,0,0
5642,-159.41133,1,0
5114,-159.31401,1,0
4743,-159.20624,1,0
343,-159.18362,0,0
1411,-159.08263,0,0
868,-159.07173,0,0
2775,-159.0252,0,0
2322,-158.84077,0,0
3323,-158.67801,1,0
5399,-158.66493,1,0
2103,-158.63243,0,0
862,-158.59952,0,0
2674,-158.55836,0,0
23,-158.34006,0,0
2246,-158.2815,0,0
4586,-158.21817,1,0
667,-158.18456,0,0
4248,-158.108,1,0
5370,-157.9977,1,0
2321,-157.71832,0,0
2121,-157.62901,0,0
110,-157.53453,0,0
1740,-157.20444,0,0
2267,-157.16838,0,0
943,-157.10214,0,0
5780,-157.02396,1,0
3285,-156.86845,1,0
916,-156.63977,0,0
1271,-156.33687,0,0
2272,-156.33224,0,0
239,-155.97168,0,0
2886,-155.82353,0,0
716,-155.77618,0,0
2238,-155.68243,0,0
1596,-155.67163,0,0
250,-155.66878,0,0
366,-155.58435,0,0
1277,-155.57652,0,0
1208,-155.56093,0,0
1422,-155.40167,0,0
2235,-155.37114,0,0
5608,-155.29645,1,0
2474,-155.18187,0,0
604,-155.13332,0,0
2096,-155.05875,0,0
238,-154.8843,0,0
3873,-154.67209,1,0
2705,-154.5309,0,0
1769,-154.42038,0,0
5476,-154.31119,1,0
5558,-154.2977,1,0
2346,-154.29608,0,0
2770,-154.2041,0,0
4698,-154.181,1,0
1806,-154.04436,0,0
927,-154.0419,0,0
2958,-153.92123,0,0
1178,-153.77411,0,0
628,-153.75316,0,0
2227,-153.58768,0,0
2348,-153.55522,0,0
2695,-153.54024,0,0
4314,-153.52237,1,0
1674,-153.49988,0,0
1095,-153.4372,0,0
2456,-153.29587,0,0
2762,-153.28511,0,0
255,-153.28137,0,0
2677,-153.17496,0,0
2115,-153.10765,0,0
514,-153.05466,0,0
4802,-153.03996,1,0
5981,-152.97247,1,0
541,-152.95003,0,0
1566,-152.6072,0,0
2178,-152.28845,0,0
68,-152.24551,0,0
2982,-152.22917,0,0
1588,-152.09554,0,0
2551,-152.0804,0,0
1513,-152.00961,0,0
2642,-151.90918,0,0
2624,-151.83313,0,0
1520,-151.71289,0,0
5971,-151.6107,1,0
2830,-151.59174,0,0
4379,-151.57031,1,0
1331,-151.56863,0,0
1834,-151.5658,0,0
360,-151.5373,0,0
1540,-151.43944,0,0
2453,-151.33717,0,0
5843,-151.31468,1,0
2885,-151.23474,0,0
2938,-151.19391,0,0
1160,-151.14232,0,0
5068,-151.0857,1,0
3289,-150.87178,1,0
640,-150.83646,0,0
172,-150.79517,0,0
1435,-150.73059,0,0
5138,-150.64856,1,0
72,-150.55312,0,0
3569,-150.48882,1,0
3571,-150.43031,1,0
4909,-150.39816,1,0
1450,-150.18176,0,0
5881,-150.17464,1,0
1211,-150.16031,0,0
432,-150.07361,0,0
221,-150.06061,0,0
5922,-149.91414,1,0
2074,-149.804,0,0
1403,-149.6219,0,0
1737,-149.53624,0,0
1600,-149.46634,0,0
1323,-149.44142,0,0
1426,-149.44086,0,0
2633,-149.32611,0,0
2231,-149.26372,0,0
3633,-149.2205,1,0
1414,-149.21371,0,0
1820,-149.2063,0,0
1281,-149.15836,0,0
211,-149.15834,0,0
1712,-148.8543,0,0
2029,-148.83557,0,0
4877,-148.7134,1,0
522,-148.69048,0,0
1650,-148.64299,0,0
1954,-148.58415,0,0
2698,-148.46165,0,0
4557,-148.36642,1,0
2297,-148.36589,0,0
2554,-148.35275,0,0
5009,-148.35254,1,0
5366,-148.34792,1,0
372,-148.22795,0,0
378,-148.22238,0,0
3035,-148.16841,1,0
823,-148.02992,0,0
5909,-147.92128,1,0
2160,-147.82654,0,0
288,-147.77386,0,0
3214,-147.74438,1,0
2737,-147.7012,0,0
1546,-147.57571,0,0
633,-147.5217,0,0
5127,-147.41998,1,0
1999,-147.38911,0,0
2933,-147.2452,0,0
5598,-147.10025,1,0
2712,-147.02292,0,0
1708,-147.01161,0,0
2811,-146.76126,0,0
2696,-146.74644,0,0
719,-146.73788,0,0
819,-146.67305,0,0
435,-146.59674,0,0
5001,-146.53702,1,0
1090,-146.52614,0,0
24,-146.49712,0,0
2837,-146.47711,0,0
1539,-146.34898,0,0
2878,-146.267,0,0
3665,-146.2037,1,0
297,-146.18233,0,0
2553,-146.12212,0,0
1990,-146.11198,0,0
3907,-145.99254,1,0
5755,-145.95816,1,0
1384,-145.92177,0,0
1560,-145.91968,0,0
2846,-145.7619,0,0
75,-145.65356,0,0
1466,-145.5904,0,0
3785,-145.56053,1,0
153,-145.527,0,0
4076,-145.37389,1,0
1698,-145.35408,0,0
1424,-145.30992,0,0
1355,-145.29488,0,0
3766,-145.19212,1,0
612,-145.1333,0,0
5434,-145.11215,1,0
1373,-145.09436,0,0
3493,-145.04362,1,0
2724,-144.98552,0,0
1614,-144.96758,0,0
3862,-144.91553,1,0
5332,-144.91365,1,0
1888,-144.88594,0,0
3441,-144.8516,1,0
4064,-144.84998,1,0
586,-144.71951,0,0
1858,-144.68552,0,0
5990,-144.54503,1,0
5885,-144.51407,1,0
2011,-144.50159,0,0
1075,-144.47795,0,0
5252,-144.31511,1,0
2561,-144.15695,0,0
4562,-143.98651,1,0
356,-143.86859,0,0
4384,-143.86423,1,0
2751,-143.8575,0,0
1056,-143.75357,0,0
234,-143.68909,0,0
4105,-143.68127,1,0
2192,-143.65219,0,0
2809,-143.47467,0,0
1051,-143.46149,0,0
814,-143.40855,0,0
3446,-143.39569,1,0
5712,-143.34264,1,0
2687,-143.3408,0,0
373,-142.99448,0,0
808,-142.89545,0,0
559,-142.81848,0,0
2374,-142.79582,0,0
3694,-142.74344,1,0
4405,-142.69795,1,0
2595,-142.69572,0,0
5060,-142.6186,1,0
964,-142.60733,0,0
4315,-142.55124,1,0
1088,-142.3988,0,0
1506,-142.37141,0,0
1440,-142.36029,0,0
1213,-142.35835,0,0
2800,-142.29877,0,0
2713,-142.28465,0,0
406,-142.25757,0,0
858,-142.20578,0,0
646,-142.05672,0,0
198,-142.05649,0,0
5081,-142.02644,1,0
2517,-141.9805,0,0
3575,-141.84874,1,0
1064,-141.8327,0,0
2413,-141.77061,0,0
756,-141.48027,0,0
2429,-141.44296,0,0
431,-141.44237,0,0
2333,-141.42177,0,0
2478,-141.40262,0,0
506,-141.25536,0,0
5193,-141.212,1,0
5339,-141.19234,1,0
2159,-141.15654,0,0
4446,-141.14374,1,0
1556,-141.14258,0,0
3484,-141.13379,1,0
2869,-141.12524,0,0
1491,-141.0237,0,0
1973,-141.01079,0,0
3942,-140.93825,1,0
5942,-140.68869,1,0
2943,-140.68005,0,0
3777,-140.51227,1,0
949,-140.49442,0,0
11,-140.48651,0,0
1172,-140.4173,0,0
682,-140.38843,0,0
3702,-140.16824,1,0
329,-140.13121,0,0
736,-140.10442,0,0
1427,-140.09007,0,0
5719,-140.08604,1,0
3513,-139.96619,1,0
2527,-139.92462,0,0
133,-139.85052,0,0
2037,-139.7246,0,0
1598,-139.71867,0,0
856,-139.6424,0,0
5,-139.63277,0,0
3900,-139.6089,1,0
2460,-139.57275,0,0
4560,-139.41306,1,0
2492,-139.39497,0,0
2310,-139.34248,0,0
2852,-139.33722,0,0
1934,-139.28937,0,0
35,-139.25397,0,0
4916,-139.23267,1,0
416,-139.15424,0,0
2472,-138.9987,0,0
2949,-138.96996,0,0
4719,-138.94196,1,0
689,-138.93929,0,0
2329,-138.90886,0,0
5887,-138.87796,1,0
1789,-138.80624,0,0
2665,-138.75987,0,0
2757,-138.74121,0,0
3381,-138.66687,1,0
2887,-138.60655,0,0
776,-138.57831,0,0
990,-138.46555,0,0
2092,-138.45776,0,0
2840,-138.39041,0,0
2219,-138.2969,0,0
1467,-138.23679,0,0
148,-138.15732,0,0
282,-138.15437,0,0
38,-138.00906,0,0
4256,-137.95587,1,0
1155,-137.93294,0,0
262,-137.91432,0,0
788,-137.84164,0,0
5947,-137.75085,1,0
725,-137.61859,0,0
902,-137.51785,0,0
3394,-137.49283,1,0
2965,-137.47656,0,0
3463,-137.47195,1,0
53,-137.45892,0,0
1030,-137.41698,0,0
1638,-137.37112,0,0
597,-137.34431,0,0
838,-137.3262,0,0
1092,-137.24422,0,0
3993,-137.10292,1,0
2353,-137.088,0,0
1604,-137.06177,0,0
2223,-137.04572,0,0
4057,-136.87561,1,0
4953,-136.82597,1,0
1137,-136.80809,0,0
12,-136.74815,0,0
1156,-136.69254,0,0
749,-136.5352,0,0
1901,-136.4545,0,0
2519,-136.33617,0,0
1410,-136.27112,0,0
185,-136.25073,0,0
2511,-136.00427,0,0
624,-135.96461,0,0
5243,-135.9484,1,0
1238,-135.88809,0,0
3621,-135.85983,1,0
3428,-135.80684,1,0
2309,-135.58034,0,0
376,-135.54782,0,0
683,-135.48676,0,0
332,-135.32495,0,0
2316,-135.26913,0,0
5324,-135.15573,1,0
281,-135.14914,0,0
2993,-135.09126,0,0
2201,-135.03134,0,0
2818,-135.02895,0,0
4291,-135.02351,1,0
346,-134.83261,0,0
192,-134.81229,0,0
2612,-134.77988,0,0
1797,-134.74257,0,0
3634,-134.71088,1,0
4693,-134.70586,1,0
3372,-134.64992,1,0
1493,-134.47124,0,0
5653,-134.43988,1,0
621,-134.37012,0,0
2334,-134.23949,0,0
264,-134.16704,0,0
1767,-134.08298,0,0
2609,-134.06937,0,0
2522,-133.90276,0,0
3883,-133.88034,1,0
817,-133.77486,0,0
2894,-133.731,0,0
5888,-133.68593,1,0
5825,-133.66638,1,0
1420,-133.64653,0,0
5178,-133.63742,1,0
942,-133.51695,0,0
1141,-133.47769,0,0
5665,-133.39491,1,0
1788,-133.37405,0,0
1828,-133.32257,0,0
4609,-133.28773,1,0
5687,-133.28658,1,0
3227,-133.26636,1,0
3866,-133.24898,1,0
2003,-133.1609,0,0
1632,-133.15419,0,0
2046,-133.03038,0,0
2730,-133.0264,0,0
4859,-132.95224,1,0
2703,-132.88745,0,0
2342,-132.85818,0,0
1462,-132.85713,0,0
2611,-132.68718,0,0
1125,-132.51447,0,0
481,-132.47241,0,0
2972,-132.47011,0,0
2823,-132.38293,0,0
1260,-132.37097,0,0
1799,-132.33577,0,0
1436,-132.17653,0,0
2758,-132.1719,0,0
558,-131.96211,0,0
2497,-131.95668,0,0
4233,-131.94623,1,0
936,-131.94203,0,0
5866,-131.92955,1,0
1896,-131.86438,0,0
1004,-131.8162,0,0
1527,-131.76303,0,0
1174,-131.76187,0,0
2743,-131.7393,0,0
2688,-131.56386,0,0
3664,-131.54633,1,0
385,-131.5394,0,0
2088,-131.48776,0,0
3659,-131.48003,1,0
1900,-131.35562,0,0
1649,-131.31625,0,0
45,-131.31242,0,0
4592,-131.28186,1,0
2269,-131.25348,0,0
2233,-131.2219,0,0
2163,-131.17088,0,0
403,-131.15944,0,0
1367,-131.04861,0,0
2638,-131.04446,0,0
1770,-131.01819,0,0
2128,-131.01653,0,0
778,-130.98409,0,0
1583,-130.94615,0,0
473,-130.9204,0,0
3362,-130.88274,1,0
50,-130.87154,0,0
362,-130.75847,0,0
2654,-130.709,0,0
1567,-130.70323,0,0
2905,-130.6938,0,0
496,-130.67921,0,0
1720,-130.63571,0,0
744,-130.54341,0,0
1170,-130.34302,0,0
199,-130.20044,0,0
275,-130.09418,0,0
450,-129.95169,0,0
4056,-129.75415,1,0
1236,-129.68207,0,0
2544,-129.67665,0,0
2509,-129.65878,0,0
3986,-129.62964,1,0
1703,-129.5616,0,0
1291,-129.28973,0,0
4031,-129.2716,1,0
5265,-129.15851,1,0
4232,-129.14645,1,0
2395,-128.82234,0,0
1573,-128.80383,0,0
69,-128.71924,0,0
