1.869590,0.091926,-0.490628,0.143502,0.775717
-0.502519,1.010836,1.013248,1.500644,1.344678
0.271394,0.100580,1.397526,-0.721574,0.737305
1.696748,1.233965,1.525013,-0.037918,2.782819
1.182396,2.272027,0.501320,1.502860,1.229638
1.327283,0.210342,1.027601,1.278090,0.619312
-0.219348,2.000463,0.437702,1.048189,1.709175
0.304118,1.641092,2.212839,0.311279,2.465610
1.763181,1.715212,0.056153,-0.955671,1.252611
1.628689,0.252975,2.488050,0.428415,1.710686
-0.300803,1.403811,1.184156,0.115779,-0.165764
1.091581,2.158596,0.350158,0.989380,-0.197643
0.555179,0.770357,-0.543780,-0.613754,1.356614
2.197036,1.308207,2.548842,0.759801,0.265059
2.037410,2.365871,2.435642,-2.056664,2.046315
2.372221,2.477678,2.050289,0.793847,1.315685
1.552920,1.422617,1.624510,1.882780,-1.468979
2.510329,-0.149443,1.829870,-0.154372,-0.510082
0.323591,2.443264,0.693223,0.668764,2.091372
-0.343048,-1.400930,1.186472,0.163814,2.572370
0.825570,-0.448823,1.127244,1.055303,0.935749
1.813702,-1.543108,0.154437,-0.576679,2.568068
1.150632,1.415054,0.798821,0.645008,1.268152
1.776371,-1.403522,0.168063,0.867644,0.425611
1.235408,1.870905,1.889962,-1.084768,1.936155
1.518351,2.934119,0.716622,0.173229,1.233589
0.714388,0.356392,2.907959,0.412349,0.114919
-0.054355,-1.164161,0.508153,0.315957,1.081714
-0.615631,2.863642,0.696748,0.829502,0.961794
1.495190,-0.787421,1.795553,-0.594712,2.205965
1.145638,1.551974,0.309300,0.346459,1.062955
0.098127,1.404399,1.722720,0.891828,0.070329
1.651484,1.284421,-0.020092,1.690912,0.067455
0.476712,-0.971714,1.350463,0.644834,1.138145
1.436030,0.529716,1.794843,0.176183,1.403267
1.243939,1.513358,1.800225,-1.202157,2.636381
0.749607,2.588321,2.095745,-0.378500,2.405865
1.495209,-1.167039,0.850203,0.796854,1.363702
0.416193,3.182837,-1.950753,0.424683,-0.131369
1.324921,1.414713,1.587525,0.631857,0.750241
1.063871,-1.300554,-0.127751,-0.167830,2.211927
0.484804,0.612421,1.451820,0.558171,0.404595
-0.140264,-0.222383,1.099119,0.434847,0.920318
0.872594,1.573220,0.158665,0.054819,1.456210
1.829629,0.025810,1.510370,0.811935,-0.289988
1.175854,0.489611,1.884026,-0.920988,0.980279
-0.163486,-0.214478,1.091527,2.133868,1.020481
1.204714,1.452593,0.727399,-0.429108,0.521683
2.373893,0.425461,1.465580,0.143286,-0.332114
2.409461,-0.493390,-0.318024,2.154519,1.633858
