,score,is_test,truth
694,0.022953384,0,0
3980,0.024003366,1,0
1066,0.024283033,0,0
1117,0.024672365,0,0
1538,0.024800766,0,0
3698,0.025177086,1,0
3348,0.025469124,1,0
165,0.025974674,0,0
1853,0.026467161,0,0
1181,0.026541451,0,0
608,0.026610862,0,0
2190,0.026696343,1,0
1224,0.026756307,0,0
1319,0.02680832,0,0
41,0.026898544,0,0
864,0.027291004,0,0
3434,0.027637903,1,0
739,0.027654424,0,0
1581,0.027903045,0,0
1563,0.027933273,0,0
322,0.028063081,0,0
1592,0.028442439,0,0
1833,0.028506966,0,0
1714,0.028509766,0,0
2577,0.02900764,1,0
2191,0.029057724,1,0
343,0.02947704,0,0
2473,0.029656868,1,0
702,0.029942624,0,0
780,0.03086272,0,0
1661,0.032016173,0,0
3449,0.03222482,1,0
342,0.033018317,0,0
1680,0.033046264,0,0
1205,0.033591624,0,0
2324,0.033843193,1,0
1650,0.03405331,0,0
333,0.034145765,0,0
96,0.034402184,0,0
816,0.03519815,0,0
2857,0.035341784,1,0
1207,0.035658978,0,0
1318,0.035945464,0,0
836,0.03621249,0,0
1795,0.036293138,0,0
1374,0.0368818,0,0
1815,0.037015885,0,0
1531,0.037203427,0,0
3414,0.037227105,1,0
2855,0.037640736,1,0
962,0.038187012,0,0
704,0.038490456,0,0
1110,0.03849744,0,0
577,0.038500834,0,0
1302,0.04053205,0,0
2043,0.04181569,1,0
3144,0.04224267,1,0
2552,0.042532813,1,0
2634,0.042693287,1,0
567,0.043239787,0,0
1056,0.043409638,0,0
1238,0.044251993,0,0
575,0.045844335,0,0
60,0.046413537,0,0
638,0.046720583,0,0
1106,0.048435774,0,0
1562,0.04886536,0,0
561,0.049250916,0,0
3816,0.049565524,1,0
1784,0.049768478,0,0
3895,0.050067663,1,0
3152,0.050515953,1,0
1701,0.050897636,0,0
1303,0.051109605,0,0
313,0.051379245,0,0
1463,0.051394522,0,0
1619,0.051564556,0,0
1487,0.05221168,0,0
3514,0.05234159,1,1
2656,0.05283109,1,0
795,0.05305744,0,0
534,0.05371116,0,0
930,0.054134313,0,0
334,0.05460846,0,0
1143,0.054781877,0,0
238,0.05538401,0,0
952,0.055432577,0,0
323,0.05611176,0,0
222,0.056979783,0,0
350,0.057071242,0,0
2814,0.058209836,1,0
699,0.058428705,0,0
1283,0.05887816,0,0
3745,0.059589587,1,0
237,0.059639454,0,0
430,0.05967672,0,0
909,0.06055202,0,0
2742,0.06065441,1,0
872,0.06098162,0,0
591,0.061373547,0,0
705,0.06201568,0,0
2752,0.0627443,1,0
915,0.06313575,0,0
929,0.06674435,0,0
3581,0.06690465,1,0
1742,0.06711687,0,0
2113,0.06718064,1,0
2462,0.06794498,1,0
1825,0.06843243,0,0
1921,0.06856763,0,0
3366,0.06885445,1,0
2387,0.06939515,1,0
146,0.07006365,0,0
3531,0.070152186,1,0
2682,0.070528105,1,0
1617,0.07179051,0,0
2361,0.0730609,1,0
1834,0.07337559,0,0
1943,0.07405283,0,0
1430,0.074821815,0,0
2138,0.07489627,1,0
1103,0.075231306,0,0
1718,0.07552204,0,0
2615,0.075995736,1,0
1988,0.07719873,0,0
12,0.07750037,0,0
79,0.07996822,0,0
1645,0.0799884,0,0
168,0.08055827,0,0
2811,0.08091993,1,0
811,0.08141699,0,0
1209,0.08198334,0,0
439,0.0820555,0,0
2279,0.08349695,1,0
101,0.08385763,0,0
918,0.090431765,0,0
625,0.09106675,0,0
181,0.09122118,0,0
220,0.09139392,0,0
593,0.094309404,0,0
3900,0.09634082,1,0
428,0.09833287,0,0
424,0.099009775,0,0
1559,0.09943859,0,0
1219,0.09955148,0,0
519,0.099573754,0,0
1243,0.10304339,0,0
961,0.107591234,0,0
789,0.10902495,0,0
97,0.110537656,0,0
180,0.11079541,0,0
2343,0.11081222,1,0
1677,0.11336961,0,0
3838,0.11502226,1,1
443,0.11507883,0,0
329,0.12018262,0,0
942,0.12023303,0,0
3214,0.12122936,1,0
1192,0.1276995,0,0
1624,0.12797555,0,0
2116,0.12907061,1,0
602,0.12948643,0,0
1090,0.12977661,0,0
1410,0.13418119,0,0
1300,0.13523352,0,0
1074,0.13593811,0,0
112,0.13631968,0,0
494,0.1369884,0,0
2574,0.13905469,1,0
1493,0.13999699,0,0
1627,0.14183384,0,0
588,0.14279349,0,0
1397,0.14297797,0,0
3229,0.14330547,1,0
1876,0.14387953,0,0
3422,0.14388603,1,0
951,0.14511222,0,0
1277,0.14748363,0,0
1925,0.14766271,0,0
592,0.14979851,0,0
2082,0.152725,1,0
1903,0.15351456,0,0
1720,0.15386581,0,0
2665,0.16030411,1,0
706,0.16038468,0,0
3716,0.16097642,1,0
1270,0.1610662,0,0
1755,0.16428697,0,0
3845,0.16549087,1,0
1835,0.16723476,0,0
2055,0.16745245,1,0
154,0.16934259,0,0
1178,0.17081779,0,0
1042,0.17113535,0,0
1370,0.17139672,0,0
3208,0.17407742,1,0
803,0.17556253,0,0
1929,0.17612474,0,0
2142,0.17674647,1,0
1272,0.17728373,0,0
1710,0.17928486,0,0
1466,0.17970984,0,0
1174,0.1819059,0,0
1140,0.18244103,0,0
2237,0.18430285,1,0
401,0.1846065,0,0
2800,0.18545985,1,0
2888,0.18866087,1,0
944,0.19005579,0,0
3415,0.19122237,1,0
993,0.19296359,0,0
3944,0.19627534,1,0
1752,0.19666784,0,0
2938,0.20292047,1,0
208,0.20320591,0,0
2786,0.21225865,1,0
722,0.21266004,0,0
175,0.21333048,0,0
3852,0.21392384,1,0
1389,0.2155146,0,0
3569,0.2157139,1,0
1634,0.21651703,0,0
1636,0.2165913,0,0
1477,0.21672595,0,0
1137,0.21830012,0,0
656,0.21858832,0,0
2276,0.21870704,1,0
1426,0.22244504,0,0
197,0.22283268,0,0
862,0.2262878,0,0
1262,0.2263392,0,0
2547,0.23052384,1,0
1119,0.23126161,0,0
1577,0.2392727,0,0
1471,0.24047653,0,0
423,0.24353634,0,0
3205,0.24384508,1,0
190,0.24697192,0,0
1616,0.24718231,0,0
3362,0.25419366,1,0
419,0.25559753,0,0
526,0.2556151,0,0
1373,0.25907663,0,0
762,0.25991088,0,0
1572,0.26232275,0,0
744,0.26342002,0,0
1030,0.2635135,0,0
1403,0.26366684,0,0
902,0.26514295,0,0
642,0.2660422,0,0
1251,0.26657835,0,0
1169,0.26864445,0,0
1575,0.26974505,0,0
1490,0.27034017,0,0
2884,0.27108654,1,0
373,0.27213478,0,0
714,0.27577674,0,0
2469,0.27757192,1,0
487,0.27774963,0,0
508,0.27803484,0,0
1715,0.27849832,0,0
1892,0.27912292,0,0
1191,0.27955014,0,0
2849,0.2795871,1,0
141,0.28206983,0,0
390,0.28310874,0,0
1726,0.28346297,0,0
418,0.28601176,0,0
71,0.28683996,0,0
535,0.28920418,0,0
3113,0.29042903,1,0
3725,0.29124367,1,1
2627,0.29316634,1,0
1461,0.2931974,0,0
3492,0.29422307,1,0
1101,0.29623505,0,0
