,score,is_test,truth
974,0.004921086,0,0
2217,0.0049286247,0,0
3064,0.0049414444,1,0
2783,0.0049735405,1,0
1833,0.004984937,0,0
2352,0.004985845,1,0
3110,0.0049977796,1,0
2650,0.0050130826,1,0
476,0.0050227796,0,0
2662,0.0050245672,1,0
453,0.0050247153,0,0
3824,0.0050251014,1,0
534,0.0050269566,0,0
3907,0.00502854,1,0
3902,0.0050563435,1,0
881,0.00505666,0,0
3626,0.005058056,1,0
4251,0.005062849,1,0
988,0.0050707622,0,0
12,0.0050863386,0,0
1275,0.005087166,0,0
115,0.005087374,0,0
124,0.0050914977,0,0
4108,0.005095062,1,0
487,0.0051043006,0,0
2391,0.0051210457,1,0
3870,0.0051231217,1,0
3547,0.0051298216,1,0
3918,0.005140284,1,0
3007,0.0051489235,1,0
495,0.0051699528,0,0
904,0.0051761386,0,0
405,0.005176632,0,0
2410,0.0051767305,1,0
3658,0.00517705,1,0
390,0.0051786364,0,0
2291,0.005183533,0,0
4512,0.0051933434,1,0
1794,0.0051975423,0,0
754,0.0052010026,0,0
669,0.005214345,0,0
2381,0.0052153785,1,0
378,0.0052166353,0,0
1056,0.00521665,0,0
3718,0.0052171554,1,0
2648,0.0052222284,1,0
138,0.005225321,0,0
3040,0.005231387,1,0
4183,0.005232104,1,0
2047,0.005234097,0,0
586,0.0052386606,0,0
126,0.0052396916,0,0
1290,0.005245329,0,0
1292,0.0052522947,0,0
2299,0.0052532293,0,0
341,0.0052573397,0,0
1166,0.0052599264,0,0
2092,0.005265226,0,0
1770,0.005272076,0,0
1164,0.005277448,0,0
4473,0.005278011,1,0
1597,0.0052802213,0,0
371,0.005292116,0,0
97,0.005294301,0,0
3793,0.0052997977,1,0
225,0.005306491,0,0
1629,0.0053100386,0,0
1593,0.0053100693,0,0
415,0.0053249975,0,0
1177,0.005326255,0,0
4112,0.005326783,1,0
3991,0.0053334977,1,0
1359,0.0053498894,0,0
31,0.005357276,0,0
2307,0.005359222,0,0
3588,0.005375242,1,0
1688,0.0053848564,0,0
1249,0.005387538,0,0
2308,0.005389264,0,0
1393,0.005394314,0,0
2226,0.0053959205,0,0
3147,0.0053988644,1,0
1664,0.0054007443,0,0
724,0.0054070847,0,0
1043,0.0054151686,0,0
4334,0.005421909,1,0
2344,0.005421914,1,0
1038,0.0054237065,0,0
862,0.0054309056,0,0
913,0.0054355646,0,0
3845,0.0054371348,1,0
3929,0.005449484,1,0
1626,0.0054497835,0,0
935,0.0054575014,0,0
2325,0.0054575605,0,0
3736,0.0054630064,1,0
1475,0.005468206,0,0
1014,0.0054715476,0,0
1761,0.0054797786,0,0
4426,0.005481068,1,0
1004,0.005482677,0,0
2451,0.005489446,1,0
4371,0.005495242,1,0
3732,0.005496018,1,0
823,0.005496529,0,0
914,0.0054992535,0,0
773,0.0055069597,0,0
4617,0.0055205766,1,0
2785,0.005521624,1,0
4495,0.005522085,1,0
1641,0.0055229175,0,0
4615,0.005529569,1,0
53,0.0055338866,0,0
1138,0.005534579,0,0
3199,0.005534868,1,0
3439,0.0055365325,1,0
1110,0.0055437624,0,0
1159,0.005545997,0,0
2194,0.0055490276,0,0
2327,0.005550485,0,0
4243,0.005551067,1,0
2975,0.005553655,1,0
1760,0.0055556674,0,0
1553,0.0055652233,0,0
989,0.005588865,0,0
1523,0.0055901767,0,0
3499,0.005599104,1,0
2245,0.005599794,0,0
4176,0.005602718,1,0
466,0.005604047,0,0
2022,0.0056115105,0,0
2601,0.005623459,1,0
1668,0.0056277188,0,0
1493,0.005629467,0,0
2798,0.005633328,1,0
2600,0.005635658,1,0
504,0.005648233,0,0
438,0.005650162,0,0
1661,0.0056510433,0,0
2116,0.0056526083,0,0
1254,0.005654959,0,0
3407,0.0056567374,1,0
2253,0.005657311,0,0
1598,0.0056587546,0,0
2980,0.0056638005,1,0
1748,0.005672121,0,0
4142,0.005675745,1,0
4672,0.0056791953,1,0
203,0.0056849956,0,0
243,0.005691782,0,0
1785,0.0056922617,0,0
3600,0.005694529,1,0
239,0.005704152,0,0
1106,0.0057043303,0,0
1321,0.005708537,0,0
3795,0.0057215705,1,0
4501,0.0057226773,1,0
3744,0.0057228343,1,0
3392,0.0057235835,1,0
810,0.00572828,0,0
4462,0.0057295514,1,0
2807,0.0057328334,1,0
4100,0.0057336246,1,0
3832,0.0057357857,1,0
3305,0.0057377224,1,0
4482,0.0057482813,1,0
1231,0.005762082,0,0
3510,0.0057641366,1,0
635,0.005779685,0,0
639,0.005788459,0,0
4223,0.0058090794,1,0
1872,0.005809617,0,0
1423,0.005814439,0,0
3238,0.0058179013,1,0
3207,0.0058225063,1,0
2680,0.005823393,1,0
2230,0.005825187,0,0
1589,0.0058440506,0,0
1592,0.005853,0,0
1442,0.0058550267,0,0
2861,0.0058805947,1,0
2117,0.0058938893,0,0
995,0.005902736,0,0
785,0.005904885,0,0
3150,0.0059054904,1,0
2390,0.005912551,1,0
335,0.0059155705,0,0
2618,0.0059177754,1,0
964,0.005919666,0,0
1270,0.005920926,0,0
2736,0.005923121,1,0
1640,0.0059256316,0,0
1562,0.0059268423,0,0
3806,0.0059351726,1,0
1731,0.005953332,0,0
1104,0.0059557026,0,0
3378,0.0059628887,1,0
4282,0.005975054,1,0
2561,0.005976907,1,0
4254,0.005977618,1,0
2521,0.0059806816,1,0
688,0.0059920195,0,0
1265,0.0059929825,0,0
3429,0.006000447,1,0
625,0.006022189,0,0
3840,0.0060225227,1,0
1207,0.0060241246,0,0
3636,0.0060297805,1,0
4220,0.0060430695,1,0
2638,0.0060477657,1,0
3141,0.0060479864,1,0
3418,0.0060553555,1,0
4209,0.0060615456,1,0
1693,0.006063781,0,0
2070,0.0060649626,0,0
1416,0.0060854456,0,0
570,0.006090942,0,0
3649,0.0060944217,1,0
3980,0.006103721,1,0
1017,0.006110789,0,0
2779,0.0061202655,1,0
1557,0.006131803,0,0
449,0.0061534788,0,0
2111,0.0061642313,0,0
3625,0.006170153,1,0
2815,0.006170907,1,0
3420,0.0061819125,1,0
2614,0.00618234,1,0
1966,0.006195626,0,0
798,0.006202,0,0
1612,0.006218982,0,0
527,0.006219383,0,0
835,0.00623309,0,0
2324,0.006241724,0,0
247,0.006242203,0,0
