,score,is_test,truth
2526,0.024473106,0,0
1962,0.19886796,0,0
5464,0.26269186,1,1
4264,0.2708403,1,1
407,0.48473144,0,0
3980,0.5198947,1,1
290,0.53962386,0,0
1905,0.5541423,0,0
443,0.558478,0,0
5592,0.5674496,1,0
3096,0.568356,0,0
4664,0.57497245,1,0
6422,0.5829249,1,0
2366,0.62355155,0,0
986,0.6308936,0,0
2408,0.63280493,0,0
2344,0.63485074,0,0
6507,0.6348746,1,0
5538,0.63617575,1,0
6819,0.63935155,1,0
5967,0.6398269,1,1
1872,0.64345974,0,0
3348,0.6440925,0,0
4150,0.64874893,1,1
3785,0.6539826,1,0
3407,0.66407496,0,0
1475,0.66807634,0,0
7,0.6688315,0,0
3243,0.6704858,0,0
1801,0.6789455,0,0
2449,0.6789758,0,0
3118,0.6790586,0,0
3698,0.67956877,1,0
1330,0.6805094,0,0
3218,0.6809474,0,0
2083,0.6813759,0,0
653,0.68239063,0,0
989,0.6832516,0,0
2155,0.6851004,0,0
5672,0.68582445,1,1
1072,0.68952835,0,0
4014,0.6902619,1,0
1088,0.6918182,0,0
6438,0.6938072,1,0
670,0.69387025,0,0
472,0.6946701,0,0
5847,0.69620514,1,0
1610,0.69902635,0,0
623,0.6993637,0,0
5214,0.7012451,1,0
1309,0.7033244,0,0
3720,0.7036043,1,1
2399,0.70588094,0,0
5189,0.70592684,1,0
2180,0.7067121,0,0
3253,0.7095927,0,0
2193,0.7107315,0,0
5832,0.7118653,1,0
2652,0.71206903,0,0
3195,0.71333766,0,0
481,0.7141919,0,0
2514,0.71451354,0,0
3743,0.7148628,1,0
3574,0.7151332,1,0
2803,0.7153637,0,0
3387,0.71554726,0,0
5685,0.71571255,1,0
2851,0.71600896,0,0
6132,0.71613497,1,0
4810,0.7165816,1,0
6554,0.7168217,1,0
1949,0.7170647,0,0
1058,0.71736854,0,0
1853,0.71741915,0,0
225,0.7179569,0,0
3082,0.718658,0,0
1401,0.7187722,0,0
245,0.71892434,0,0
1830,0.7190169,0,0
1670,0.71903783,0,0
1491,0.7192276,0,0
2905,0.71996766,0,0
467,0.7205079,0,0
2405,0.720755,0,0
80,0.7207804,0,0
2531,0.7208169,0,0
164,0.7209376,0,0
2154,0.72100353,0,0
5127,0.72120976,1,0
3278,0.72132564,0,0
1795,0.72134185,0,0
203,0.72134465,0,0
1989,0.7222032,0,0
2166,0.722388,0,0
3877,0.7226363,1,0
1879,0.72298753,0,0
1290,0.72307307,0,0
3339,0.7230984,0,0
3500,0.72310674,1,0
2970,0.723134,0,0
3228,0.7235019,0,0
1238,0.72358507,0,0
1037,0.7237066,0,0
3788,0.7237493,1,0
1083,0.72403574,0,0
1155,0.7241405,0,0
3428,0.7244095,1,0
604,0.7245002,0,0
1086,0.7245093,0,0
852,0.7248703,0,0
5272,0.72507995,1,0
3413,0.72550046,0,0
1060,0.7255065,0,0
122,0.7257456,0,0
5729,0.72575045,1,0
4054,0.72577465,1,0
754,0.7259062,0,0
