,score,is_test,truth
1199,-169.00958,0,0
4093,-167.51251,1,0
360,-167.4674,0,0
1790,-167.43674,0,0
3598,-167.2783,1,0
2385,-166.5179,1,0
1724,-166.22693,0,0
542,-166.18852,0,0
3693,-166.1579,1,0
1849,-165.04341,0,0
2212,-163.03365,1,0
1538,-162.9019,0,0
31,-162.50989,0,0
112,-162.43701,0,0
3217,-162.38521,1,0
1338,-162.01389,0,0
1578,-161.79172,0,0
1434,-160.71758,0,0
1102,-160.68964,0,0
2098,-160.38226,0,0
2677,-160.36273,1,0
3285,-160.36267,1,0
1669,-160.01309,0,0
331,-159.91537,0,0
701,-159.83443,0,0
474,-159.75839,0,0
1869,-159.34769,0,0
2167,-159.23856,1,0
565,-159.21683,0,0
991,-158.26236,0,0
137,-157.73187,0,0
2566,-157.57776,1,0
4024,-157.56657,1,0
3013,-157.43007,1,0
2082,-157.36665,0,0
3662,-157.04353,1,0
751,-156.50256,0,0
2104,-156.49448,0,0
1716,-156.38928,0,0
2360,-156.259,1,0
1297,-156.02577,0,0
1029,-155.84262,0,0
95,-155.73308,0,0
376,-155.6889,0,0
399,-155.55615,0,0
1221,-155.44446,0,0
2051,-155.31444,0,0
144,-154.94704,0,0
1696,-154.92348,0,0
700,-154.68633,0,0
635,-154.62808,0,0
2113,-154.44113,0,0
1301,-154.38815,0,0
3546,-154.37325,1,0
1073,-154.24591,0,0
550,-154.19986,0,0
1041,-154.0138,0,0
1424,-154.0091,0,0
1934,-153.5109,0,0
1032,-153.43823,0,0
1365,-153.36554,0,0
1466,-153.18839,0,0
1570,-153.15552,0,0
1,-153.07866,0,0
1278,-153.02452,0,0
1969,-152.99979,0,0
1563,-152.96277,0,0
93,-152.8648,0,0
3956,-152.85434,1,0
3460,-152.82108,1,0
2287,-152.68245,1,0
2323,-152.5523,1,0
573,-152.52652,0,0
2581,-152.31873,1,0
809,-152.25069,0,0
966,-152.20383,0,0
1904,-152.09966,0,0
1435,-151.87471,0,0
2020,-151.86786,0,0
2763,-151.46634,1,0
3711,-151.45903,1,0
1484,-151.44879,0,0
483,-151.44162,0,0
1058,-151.43887,0,0
787,-151.35419,0,0
2693,-151.24121,1,0
2031,-151.0734,0,0
497,-150.60057,0,0
500,-150.54974,0,0
874,-150.27255,0,0
2410,-150.09851,1,0
32,-149.84894,0,0
173,-149.82472,0,0
1333,-149.69026,0,0
727,-149.65462,0,0
1119,-149.5469,0,0
1531,-149.50917,0,0
1971,-149.50525,0,0
2525,-149.26212,1,0
1241,-149.09238,0,0
2057,-148.9899,0,0
2260,-148.83199,1,0
2832,-148.78004,1,0
1793,-148.59203,0,0
1330,-148.56694,0,0
1674,-148.01767,0,0
486,-147.76395,0,0
1754,-147.40628,0,0
296,-147.25317,0,0
237,-147.2526,0,0
796,-147.16412,0,0
984,-146.8135,0,0
2074,-146.52087,0,0
534,-146.46059,0,0
4088,-146.40474,1,0
992,-146.35217,0,0
838,-146.34663,0,0
1705,-146.26651,0,0
1045,-146.20828,0,0
246,-146.1535,0,0
1010,-146.09192,0,0
1898,-146.06902,0,0
1296,-145.95334,0,0
2886,-145.58978,1,0
51,-145.34769,0,0
2481,-145.28436,1,0
1185,-145.00818,0,0
3387,-145.00452,1,0
552,-144.9793,0,0
1770,-144.96585,0,0
1767,-144.87137,0,0
225,-144.78392,0,0
2952,-144.61925,1,0
3198,-144.61148,1,0
1789,-144.54729,0,0
1240,-144.4804,0,0
1223,-144.4801,0,0
1256,-144.44267,0,0
921,-144.36035,0,0
1410,-144.33267,0,0
884,-144.26212,0,0
3584,-143.83832,1,0
1070,-143.75105,0,0
1088,-143.72592,0,0
464,-143.51791,0,0
2299,-143.51006,1,0
4132,-143.50873,1,0
344,-143.46701,0,0
2023,-143.45822,0,0
91,-143.44968,0,0
1512,-143.30527,0,0
785,-143.26881,0,0
256,-143.25296,0,0
979,-143.19025,0,0
1880,-143.13759,0,0
3415,-143.11707,1,0
3492,-143.08786,1,0
3798,-142.95569,1,0
2072,-142.92682,0,0
611,-142.89359,0,0
211,-142.88239,0,0
832,-142.70908,0,0
1551,-142.69406,0,0
1131,-142.52985,0,0
1541,-142.51384,0,0
2741,-142.20747,1,0
1433,-142.14012,0,0
1388,-142.0446,0,0
1742,-141.62834,0,0
1981,-141.60043,0,0
330,-141.5739,0,0
1377,-141.39624,0,0
709,-141.2832,0,0
1094,-141.2421,0,0
261,-141.22284,0,0
1279,-141.06252,0,0
1217,-141.02791,0,0
370,-140.92198,0,0
1802,-140.84056,0,0
1080,-140.81989,0,0
757,-140.80197,0,0
982,-140.47382,0,0
1775,-140.26021,0,0
1792,-140.23882,0,0
749,-140.18619,0,0
1959,-140.05147,0,0
1756,-139.93918,0,0
139,-139.90472,0,0
1334,-139.90277,0,0
1633,-139.24799,0,0
1500,-139.23303,0,0
2910,-139.13387,1,0
828,-139.05388,0,0
1989,-139.00272,0,0
476,-138.87694,0,0
135,-138.8594,0,0
3550,-138.59818,1,0
924,-138.54199,0,0
2159,-138.22119,1,0
1054,-138.10896,0,0
283,-137.94962,0,0
1467,-137.93604,0,0
1123,-137.74496,0,0
4119,-137.73923,1,0
4058,-137.70787,1,0
77,-137.67624,0,0
1900,-137.62119,0,0
1048,-137.54086,0,0
735,-137.5257,0,0
2358,-137.37914,1,0
1416,-137.12646,0,0
155,-137.05089,0,0
819,-136.97351,0,0
2089,-136.96153,0,0
3453,-136.939,1,0
350,-136.88933,0,0
625,-136.6416,0,0
356,-136.62306,0,0
1363,-136.6217,0,0
1811,-136.5279,0,0
835,-136.47197,0,0
3119,-136.41486,1,0
1260,-136.32884,0,0
1390,-136.29312,0,0
431,-136.06316,0,0
2092,-136.04887,0,0
103,-135.99516,0,0
3184,-135.86113,1,0
472,-135.64412,0,0
1496,-135.59044,0,0
2155,-135.55515,1,0
938,-135.53531,0,0
4063,-135.5008,1,0
12,-135.28372,0,0
737,-135.22849,0,0
3126,-135.12506,1,0
2777,-135.10086,1,0
1903,-135.07706,0,0
1915,-134.74031,0,0
3723,-134.70071,1,0
1428,-134.59941,0,0
557,-134.50798,0,0
1439,-134.49577,0,0
2036,-134.44913,0,0
808,-134.30585,0,0
1835,-134.28415,0,0
1342,-134.26884,0,0
214,-133.77885,0,0
1289,-133.52223,0,0
1665,-133.50984,0,0
692,-133.40614,0,0
2152,-133.3891,1,0
1413,-133.3386,0,0
357,-133.18951,0,0
2743,-133.15393,1,0
2070,-132.86072,0,0
130,-132.81995,0,0
165,-132.44437,0,0
551,-132.34746,0,0
1758,-131.95793,0,0
2012,-131.76352,0,0
1787,-131.72687,0,0
2328,-131.6572,1,0
563,-131.54025,0,0
599,-131.53955,0,0
3391,-131.44835,1,0
1084,-131.30876,0,0
1695,-131.29832,0,0
3867,-131.03592,1,0
1988,-130.8332,0,0
2699,-130.82178,1,0
1587,-130.68669,0,0
1963,-130.61748,0,0
2002,-130.31357,0,0
1214,-130.02737,0,0
391,-130.01506,0,0
762,-129.94064,0,0
3001,-129.80106,1,0
2390,-129.79483,1,0
410,-129.7013,0,0
840,-129.49236,0,0
1829,-129.41055,0,0
1707,-129.35043,0,0
2120,-129.27823,1,0
2257,-129.20125,1,0
1561,-129.18478,0,0
1017,-128.98871,0,0
468,-128.95776,0,0
904,-128.90643,0,0
1229,-128.78065,0,0
1471,-128.7248,0,0
1110,-128.66386,0,0
1430,-128.65565,0,0
1397,-128.46017,0,0
1308,-128.43799,0,0
420,-128.40009,0,0
312,-128.28351,0,0
1523,-128.17313,0,0
3796,-128.14821,1,0
3748,-127.95516,1,0
480,-127.859085,0,0
3425,-127.75201,1,0
766,-127.67654,0,0
561,-127.64213,0,0
1258,-127.63492,0,0
78,-127.57902,0,0
877,-127.53197,0,0
2401,-127.33062,1,0
2755,-127.32316,1,0
509,-127.31114,0,0
3127,-126.99713,1,0
2187,-126.6813,1,0
1216,-126.662224,0,0
1232,-126.57311,0,0
636,-126.56277,0,0
531,-126.32279,0,0
3790,-126.23599,1,0
251,-125.98714,0,0
3659,-125.88742,1,0
650,-125.82416,0,0
245,-125.8108,0,0
587,-125.76939,0,0
2334,-125.65187,1,0
1974,-125.57007,0,0
2447,-125.488686,1,0
1569,-125.26158,0,0
1516,-125.19295,0,0
1492,-125.17453,0,0
601,-125.166176,0,0
2552,-125.01473,1,0
2953,-125.00766,1,0
3618,-124.94849,1,0
1498,-124.91437,0,0
109,-124.87596,0,0
1968,-124.84734,0,0
2062,-124.80599,0,0
1499,-124.59628,0,0
1895,-124.40369,0,0
1091,-124.3506,0,0
2005,-124.32465,0,0
3670,-124.31363,1,0
2043,-124.26659,0,0
1290,-124.25817,0,0
1183,-124.215164,0,0
2290,-124.21002,1,0
1896,-124.16933,0,0
2958,-124.130005,1,0
1101,-124.11407,0,0
1862,-124.08348,0,0
3738,-124.04553,1,0
1527,-123.97373,0,0
1242,-123.880264,0,0
3284,-123.78601,1,0
205,-123.738174,0,0
950,-123.687164,0,0
614,-123.47476,0,0
1515,-123.188774,0,0
3979,-123.162346,1,0
698,-123.12244,0,0
3028,-123.12184,1,0
1886,-123.101814,0,0
1055,-123.09984,0,0
3893,-122.96746,1,0
1195,-122.92599,0,0
3144,-122.76687,1,0
3611,-122.67833,1,0
4025,-122.64967,1,0
543,-122.64255,0,0
1956,-122.637245,0,0
879,-122.6366,0,0
3881,-122.53406,1,0
3873,-122.52704,1,0
4046,-122.45764,1,0
1137,-122.40607,0,0
317,-122.40521,0,0
779,-122.267914,0,0
867,-122.137985,0,0
2477,-122.01553,1,0
266,-121.99791,0,0
188,-121.990944,0,0
417,-121.903,0,0
97,-121.81879,0,0
707,-121.68797,0,0
795,-121.60219,0,0
1648,-121.464226,0,0
1622,-121.43552,0,0
10,-121.434654,0,0
366,-121.352585,0,0
676,-121.351906,0,0
1122,-121.234665,0,0
56,-120.969315,0,0
508,-120.9241,0,0
1732,-120.859245,0,0
2369,-120.84569,1,0
574,-120.78575,0,0
3236,-120.778564,1,0
3692,-120.764015,1,0
2028,-120.72613,0,0
1170,-120.71982,0,0
1003,-120.67868,0,0
