,score,is_test,truth
479,-149.5275,0,0
4208,-148.41975,1,0
467,-148.35042,0,0
257,-148.24002,0,0
121,-148.13297,0,0
1337,-148.10611,0,0
28,-147.89258,0,0
1201,-147.55635,0,0
1218,-147.24448,0,0
5161,-147.0803,1,0
519,-146.93332,0,0
1111,-146.18896,0,0
2830,-146.15677,1,0
560,-146.00087,0,0
2187,-145.83992,0,0
3029,-145.67989,1,0
1937,-144.86093,0,0
412,-143.67064,0,0
2099,-143.35112,0,0
181,-143.06393,0,0
2286,-142.97928,0,0
1288,-142.7273,0,0
3754,-142.3869,1,0
2685,-142.38098,1,0
2108,-142.29683,0,0
2680,-142.24423,1,0
1019,-141.28435,0,0
3285,-140.9873,1,0
2106,-140.95659,0,0
1439,-140.93404,0,0
798,-140.89276,0,0
2202,-140.6298,0,0
508,-140.49274,0,0
3500,-140.41093,1,0
1186,-140.28694,0,0
2432,-140.2751,0,0
2904,-140.23886,1,0
1688,-140.10085,0,0
4845,-140.09554,1,0
1493,-140.06436,0,0
1788,-139.86716,0,0
917,-139.42143,0,0
4486,-139.2453,1,0
1331,-139.0515,0,0
517,-138.80048,0,0
2949,-138.4388,1,0
1847,-138.3183,0,0
940,-138.13452,0,0
4044,-138.1245,1,0
158,-137.97577,0,0
1517,-137.84677,0,0
2581,-137.81581,0,0
1375,-137.72917,0,0
35,-137.70879,0,0
570,-137.63171,0,0
4743,-137.61879,1,0
1152,-137.61752,0,0
673,-137.47498,0,0
4596,-137.40994,1,0
545,-137.37329,0,0
1100,-137.37201,0,0
2885,-137.34158,1,0
2466,-137.00041,0,0
1987,-136.97426,0,0
3086,-136.83344,1,0
2344,-136.81448,0,0
2425,-136.77802,0,0
1446,-136.6506,0,0
2813,-136.5623,1,0
996,-136.4844,0,0
1644,-136.45631,0,0
1770,-136.40718,0,0
1974,-136.26398,0,0
2510,-136.24371,0,0
1970,-136.09827,0,0
2484,-136.07321,0,0
1157,-135.95349,0,0
365,-135.83275,0,0
2345,-135.6088,0,0
262,-135.54166,0,0
1098,-135.43845,0,0
1682,-135.38168,0,0
22,-135.3373,0,0
1907,-135.30698,0,0
2238,-135.28494,0,0
94,-135.27135,0,0
3749,-135.26111,1,0
1584,-135.24481,0,0
1840,-135.2334,0,0
1975,-135.23209,0,0
1317,-135.1796,0,0
1167,-135.15639,0,0
1589,-135.12195,0,0
656,-135.10947,0,0
2556,-135.01639,0,0
1988,-135.0161,0,0
2,-134.98083,0,0
708,-134.92839,0,0
4810,-134.86406,1,0
599,-134.84824,0,0
2050,-134.84654,0,0
324,-134.79044,0,0
2439,-134.77814,0,0
2158,-134.77185,0,0
1085,-134.7197,0,0
2739,-134.48578,1,0
335,-134.40274,0,0
276,-134.32903,0,0
1939,-134.32399,0,0
449,-134.24774,0,0
316,-134.23018,0,0
920,-134.22543,0,0
73,-134.16621,0,0
1368,-134.05502,0,0
1783,-134.02124,0,0
3611,-133.99474,1,0
116,-133.97885,0,0
2018,-133.9639,0,0
769,-133.9489,0,0
2269,-133.78394,0,0
2130,-133.77095,0,0
1904,-133.70491,0,0
905,-133.70201,0,0
1351,-133.57928,0,0
2590,-133.35228,0,0
323,-133.32121,0,0
1256,-133.24261,0,0
4109,-133.23155,1,0
5108,-133.08842,1,0
177,-133.08412,0,0
4646,-132.82965,1,0
428,-132.81487,0,0
690,-132.79576,0,0
1140,-132.76578,0,0
2427,-132.67538,0,0
2577,-132.6465,0,0
551,-132.56682,0,0
4213,-132.51477,1,0
4212,-132.40741,1,0
4698,-132.187,1,0
2367,-132.18362,0,0
2651,-132.17809,1,0
976,-132.16418,0,0
3395,-132.16035,1,0
3217,-132.14078,1,0
954,-132.05841,0,0
2105,-131.85535,0,0
2596,-131.84283,0,0
1901,-131.83075,0,0
1873,-131.75198,0,0
634,-131.7366,0,0
3671,-131.65082,1,0
3490,-131.62506,1,0
416,-131.61165,0,0
83,-131.58148,0,0
4926,-131.44658,1,0
4951,-131.42484,1,0
2574,-131.41217,0,0
118,-131.34592,0,0
265,-131.14233,0,0
3280,-131.01013,1,0
358,-130.65732,0,0
2723,-130.4896,1,0
1259,-130.45702,0,0
4811,-130.43658,1,0
1772,-130.35693,0,0
1678,-130.3526,0,0
2445,-130.3482,0,0
1711,-130.07222,0,0
2539,-129.98143,0,0
3546,-129.969,1,0
30,-129.96317,0,0
1500,-129.91641,0,0
2889,-129.7858,1,0
2248,-129.77965,0,0
2052,-129.66364,0,0
46,-129.56915,0,0
3256,-129.52304,1,0
1829,-129.48734,0,0
2174,-129.41391,0,0
1547,-129.39412,0,0
410,-129.16699,0,0
963,-129.13846,0,0
3889,-129.10468,1,0
828,-129.08685,0,0
1822,-129.06369,0,0
1676,-128.99623,0,0
4004,-128.96373,1,0
1923,-128.94812,0,0
3228,-128.90076,1,0
568,-128.80249,0,0
127,-128.52553,0,0
1024,-128.38911,0,0
4232,-128.36287,1,0
1066,-128.33032,0,0
1444,-128.21864,0,0
2537,-128.19019,0,0
969,-128.18748,0,0
3992,-128.16306,1,0
534,-127.97732,0,0
2850,-127.87619,1,0
308,-127.81434,0,0
2420,-127.77273,0,0
140,-127.67103,0,0
3484,-127.64424,1,0
2059,-127.57769,0,0
958,-127.53331,0,0
431,-127.51253,0,0
932,-127.48614,0,0
1250,-127.4504,0,0
2019,-127.420044,0,0
5187,-127.24084,1,0
2543,-127.04759,0,0
4426,-126.99919,1,0
3151,-126.97501,1,0
2196,-126.891846,0,0
145,-126.85363,0,0
3663,-126.831604,1,0
3704,-126.79884,1,0
2863,-126.783905,1,0
2140,-126.64386,0,0
2193,-126.58893,0,0
1102,-126.54475,0,0
2167,-126.4544,0,0
1461,-126.44182,0,0
2434,-126.31907,0,0
430,-126.312004,0,0
3459,-126.29329,1,0
1129,-126.23226,0,0
3842,-126.2143,1,0
457,-126.21377,0,0
925,-126.11257,0,0
644,-125.80738,0,0
1302,-125.77167,0,0
1984,-125.76529,0,0
3444,-125.73018,1,0
117,-125.710724,0,0
810,-125.68337,0,0
2932,-125.56217,1,0
2038,-125.54257,0,0
91,-125.528915,0,0
4002,-125.51263,1,0
1389,-125.47461,0,0
2013,-125.47,0,0
577,-125.4397,0,0
2356,-125.4115,0,0
938,-125.39633,0,0
2708,-125.343544,1,0
790,-125.214676,0,0
777,-125.17384,0,0
132,-125.10946,0,0
2212,-124.98663,0,0
194,-124.94252,0,0
4359,-124.90742,1,0
4478,-124.884705,1,0
3181,-124.87324,1,0
1,-124.80425,0,0
