,score,is_test,truth
1831,-13.554365410379663,0,0
3133,-13.545970736699608,1,0
3076,-13.385167524711889,1,1
3919,-13.131658410169308,1,0
1532,-13.123264452649945,0,0
3194,-13.1160920892819,1,0
1046,-13.100154672654217,0,0
1437,-13.078392483599377,0,0
1131,-13.065347535224863,0,0
2534,-13.034862995773066,1,0
1276,-13.023137862483454,0,0
784,-13.01652870264563,0,0
3679,-13.01407300114601,1,0
648,-12.998686641256715,0,0
3078,-12.973826913760696,1,0
1016,-12.948031450313692,0,0
867,-12.94156357283006,0,0
786,-12.9337592097015,0,0
1064,-12.902335621649513,0,0
983,-12.89777607251759,0,0
378,-12.849569699178755,0,0
1901,-12.809722242913239,0,0
1448,-12.79496345592981,0,0
3029,-12.793697158529639,1,0
485,-12.793626550538548,0,0
1225,-12.76126761948284,0,0
620,-12.713025605644695,0,0
626,-12.708672431979043,0,0
3094,-12.699529531696129,1,0
1496,-12.671205102332664,0,0
2794,-12.652683554213088,1,0
1592,-12.633734128628713,0,0
2284,-12.62922892059379,1,0
1348,-12.620965813801142,0,0
1783,-12.616966696420974,0,0
1389,-12.578844479799855,0,0
2979,-12.577648379930245,1,0
1695,-12.570559821356266,0,0
258,-12.535816160992866,0,0
1077,-12.53008668262086,0,0
1409,-12.49390320217341,0,0
2233,-12.470762032916646,1,0
1056,-12.44431087906121,0,0
1498,-12.443642693519525,0,0
1718,-12.441688268870337,0,0
748,-12.41030154663888,0,0
1904,-12.400299301472067,0,0
999,-12.39997655994085,0,0
1033,-12.390252534607654,0,0
1257,-12.369840173425631,0,0
2855,-12.36725105917931,1,1
3231,-12.358586793985484,1,0
2642,-12.353411719782184,1,0
2736,-12.329753675563898,1,0
2944,-12.32413790667814,1,0
2769,-12.319816088005076,1,0
1360,-12.310086045380578,0,0
856,-12.29641922363769,0,0
1678,-12.285551098532203,0,0
3887,-12.26374858588714,1,0
3938,-12.250238361591624,1,0
1828,-12.228855980399157,0,0
2886,-12.199456779931175,1,1
815,-12.186196622182193,0,0
