,score,is_test,truth
3680,8.807247e-08,1,0
347,1.2555425e-07,0,0
1408,1.3267282e-07,0,0
3338,1.3293385e-07,1,0
92,1.3544796e-07,0,0
1795,1.3605411e-07,0,0
1988,1.3685533e-07,0,0
1433,1.4138621e-07,0,0
1862,1.4361464e-07,0,0
741,1.4848071e-07,0,0
2387,1.7288541e-07,1,0
788,1.7346758e-07,0,0
3216,1.7462698e-07,1,0
1345,1.752934e-07,0,0
1178,1.8340023e-07,0,0
1628,1.8676438e-07,0,0
595,1.9451304e-07,0,0
1124,2.2328865e-07,0,0
1495,2.3653313e-07,0,0
711,2.6586173e-07,0,0
733,2.6660666e-07,0,0
1256,2.860493e-07,0,0
863,3.067383e-07,0,0
1850,3.3535323e-07,0,0
1886,3.3865263e-07,0,0
802,3.6162288e-07,0,0
1411,3.8133444e-07,0,0
2845,3.897994e-07,1,0
367,4.0425945e-07,0,0
1467,4.0442336e-07,0,0
144,5.1769564e-07,0,0
1079,5.2017157e-07,0,0
3402,5.5517216e-07,1,0
1448,5.6961613e-07,0,0
495,5.705175e-07,0,0
309,5.8558794e-07,0,0
679,6.0556096e-07,0,0
1653,6.0979147e-07,0,0
3592,6.1073314e-07,1,0
1833,6.5054314e-07,0,0
1159,7.2050386e-07,0,0
1763,7.2981845e-07,0,0
3839,7.348603e-07,1,0
364,7.6077225e-07,0,0
1926,8.144112e-07,0,0
411,8.430615e-07,0,0
140,8.5391076e-07,0,0
1367,8.692385e-07,0,0
1122,8.712029e-07,0,0
1866,9.307876e-07,0,0
695,9.699321e-07,0,0
179,1.0089258e-06,0,0
297,1.0117008e-06,0,0
1392,1.0201936e-06,0,0
1075,1.0244289e-06,0,0
1278,1.0316771e-06,0,0
2261,1.0479127e-06,1,0
1505,1.0499574e-06,0,0
185,1.0648434e-06,0,0
400,1.0705108e-06,0,0
117,1.1311905e-06,0,0
1026,1.133589e-06,0,0
1234,1.1812758e-06,0,0
141,1.2212167e-06,0,0
1892,1.2574709e-06,0,0
3210,1.4720403e-06,1,0
1675,1.5105398e-06,0,0
3330,1.6226975e-06,1,0
148,1.6320311e-06,0,0
1529,1.7153818e-06,0,0
3949,1.7544805e-06,1,0
3295,1.8507621e-06,1,0
1274,1.8661996e-06,0,0
193,1.928692e-06,0,0
3661,1.948247e-06,1,0
627,1.9619888e-06,0,0
730,1.9676959e-06,0,0
1660,2.0712198e-06,0,0
1623,2.1350054e-06,0,0
1523,2.1922322e-06,0,0
3536,2.1939888e-06,1,0
1547,2.2482122e-06,0,0
3599,2.4005512e-06,1,0
300,2.4532494e-06,0,0
1604,2.4570143e-06,0,0
3937,2.4729056e-06,1,0
338,2.537219e-06,0,0
1515,2.5760462e-06,0,0
385,2.5840084e-06,0,0
1995,2.6878429e-06,1,0
690,2.7043936e-06,0,0
2648,2.7354818e-06,1,0
1324,2.9633504e-06,0,0
744,2.9718126e-06,0,0
2534,3.0619835e-06,1,0
895,3.1149493e-06,0,0
1731,3.2267387e-06,0,0
1181,3.3479128e-06,0,0
218,3.3590295e-06,0,0
368,3.393326e-06,0,0
967,3.4244176e-06,0,0
979,3.489122e-06,0,0
1273,3.6208537e-06,0,0
1745,3.6474255e-06,0,0
641,3.6569165e-06,0,0
1219,3.6715792e-06,0,0
1081,3.6863923e-06,0,0
506,3.878433e-06,0,0
1047,3.9013366e-06,0,0
107,3.9684846e-06,0,0
692,4.1726094e-06,0,0
938,4.3468285e-06,0,0
736,4.4143876e-06,0,0
2672,4.528338e-06,1,0
3945,4.701753e-06,1,0
1413,4.762223e-06,0,0
1017,4.821484e-06,0,0
1691,4.9899563e-06,0,0
3933,5.028374e-06,1,0
135,5.1258085e-06,0,0
562,5.277384e-06,0,0
